"","id","GDPINH_2016"
"1301","NL412",35300
"1302","NL413",40700
"1303","NL414",47200
"1304","NL42",36700
"1305","NL421",38200
"1306","NL422",31700
"1307","NL423",37900
"1308","NO",63700
"1309","NO0",55700
"1310","NO01",74500
"1311","NO011",94800
"1312","NO012",52000
"1313","NO02",42400
"1314","NO021",42500
"1315","NO022",42400
"1316","NO03",42700
"1317","NO031",39100
"1318","NO032",45900
"1319","NO033",42600
"1320","NO034",43900
"1321","NO04",53900
"1322","NO041",39600
"1323","NO042",47900
"1324","NO043",59800
"1325","NO05",55200
"1326","NO051",57400
"1327","NO052",53300
"1328","NO053",51800
"1329","NO06",51600
"1330","NO061",55400
"1331","NO062",43000
"1332","NO07",51000
"1333","NO071",49700
"1334","NO072",52900
"1335","NO073",51000
"1336","PL",11100
"1337","PL2",10900
"1338","PL21",10100
"1339","PL213",18500
"1340","PL214",8500
"1341","PL217",7100
"1342","PL218",6800
"1343","PL219",6400
"1344","PL21A",8500
"1345","PL22",11500
"1346","PL224",9600
"1347","PL225",11800
"1348","PL227",9500
"1349","PL228",8000
"1350","PL229",13600
"1351","PL22A",14600
"1352","PL22B",10600
"1353","PL22C",14000
"1354","PL4",10900
"1355","PL41",12100
"1356","PL411",8500
"1357","PL414",8500
"1358","PL415",22100
"1359","PL416",10000
"1360","PL417",10000
"1361","PL418",13900
"1362","PL42",9300
"1363","PL424",13100
"1364","PL426",9100
"1365","PL427",6700
"1366","PL428",8700
"1367","PL43",9300
"1368","PL431",9300
"1369","PL432",9400
"1370","PL5",11400
"1371","PL51",12300
"1372","PL514",18400
"1373","PL515",8800
"1374","PL516",15100
"1375","PL517",8300
"1376","PL518",11600
"1377","PL52",8900
"1378","PL523",6800
"1379","PL524",10100
"1380","PL6",9500
"1381","PL61",9100
"1382","PL613",11600
"1383","PL616",7500
"1384","PL617",7400
"1385","PL618",8200
"1386","PL619",7600
"1387","PL62",7900
"1388","PL621",7600
"1389","PL622",8900
"1390","PL623",6500
"1391","PL63",10800
"1392","PL633",16100
"1393","PL634",8100
"1394","PL636",8200
"1395","PL637",7300
"1396","PL638",8900
"1397","PL7",9600
"1398","PL71",10400
"1399","PL711",13600
"1400","PL712",9400
"1401","PL713",10700
"1402","PL714",7700
"1403","PL715",8100
"1404","PL72",8000
"1405","PL721",8700
"1406","PL722",6800
"1407","PL8",7800
"1408","PL81",7700
"1409","PL811",6700
"1410","PL812",5900
"1411","PL814",10300
"1412","PL815",6900
"1413","PL82",7900
"1414","PL821",6400
"1415","PL822",5900
"1416","PL823",9800
"1417","PL824",8200
"1418","PL84",7900
"1419","PL841",9200
"1420","PL842",7100
"1421","PL843",6800
"1422","PL9",17700
"1423","PL91",24100
"1424","PL911",32400
"1425","PL912",9300
"1426","PL913",16000
"1427","PL92",9500
"1428","PL921",7600
"1429","PL922",8000
"1430","PL923",17500
"1431","PL924",8000
"1432","PL925",8500
"1433","PL926",9900
"1434","PT",18100
"1435","PT1",18100
"1436","PT11",15300
"1437","PT111",13700
"1438","PT112",15000
"1439","PT119",15100
"1440","PT11A",17200
"1441","PT11B",11700
"1442","PT11C",11200
"1443","PT11D",13100
"1444","PT11E",14000
"1445","PT15",19300
"1446","PT150",19300
"1447","PT16",15700
"1448","PT16B",14700
"1449","PT16D",17700
"1450","PT16E",16500
"1451","PT16F",18000
"1452","PT16G",13500
"1453","PT16H",16300
"1454","PT16I",15000
"1455","PT16J",12100
"1456","PT17",23800
"1457","PT170",23800
"1458","PT18",16800
"1459","PT181",24200
"1460","PT184",17200
"1461","PT185",15600
"1462","PT186",14200
"1463","PT187",15700
"1464","PT2",16200
"1465","PT20",16200
"1466","PT200",16200
"1467","PT3",17500
"1468","PT30",17500
"1469","PT300",17500
"1470","RO",8600
"1471","RO1",8000
"1472","RO11",7800
"1473","RO111",6900
"1474","RO112",6400
"1475","RO113",11400
"1476","RO114",5900
"1477","RO115",6100
"1478","RO116",6600
"1479","RO12",8200
"1480","RO121",8400
"1481","RO122",10600
"1482","RO123",6000
"1483","RO124",5800
"1484","RO125",6600
"1485","RO126",9800
"1486","RO2",6100
"1487","RO21",5300
"1488","RO211",5400
"1489","RO212",4200
"1490","RO213",6600
"1491","RO214",5200
"1492","RO215",4900
"1493","RO216",4000
"1494","RO22",7200
"1495","RO221",6200
"1496","RO222",5400
"1497","RO223",11300
"1498","RO224",5600
"1499","RO225",6600
"1500","RO226",5200
"1501","RO3",12600
"1502","RO31",6900
"1503","RO311",7800
"1504","RO312",4600
"1505","RO313",6100
"1506","RO314",3900
"1507","RO315",5500
"1508","RO316",10300
"1509","RO317",4800
"1510","RO32",20200
"1511","RO321",22700
"1512","RO322",10100
"1513","RO4",7600
"1514","RO41",6200
"1515","RO411",6300
"1516","RO412",8300
"1517","RO413",5000
"1518","RO414",5000
"1519","RO415",6300
"1520","RO42",9200
"1521","RO421",8800
"1522","RO422",7000
"1523","RO423",6800
"1524","RO424",11700
"1525","RS",5200
"1526","RS1",6900
"1527","RS11",8800
"1528","RS110",8800
"1529","RS12",5200
"1530","RS121",4100
"1531","RS122",4600
"1532","RS123",6600
"1533","RS124",4200
"1534","RS125",4800
"1535","RS126",4600
"1536","RS127",4700
"1537","RS2",3500
"1538","RS21",3700
"1539","RS211",4200
"1540","RS212",4000
"1541","RS213",3200
"1542","RS214",4500
"1543","RS215",3200
"1544","RS216",3100
"1545","RS217",2600
"1546","RS218",4600
"1547","RS22",3300
"1548","RS221",4300
"1549","RS222",4200
"1550","RS223",3000
"1551","RS224",2600
"1552","RS225",3800
"1553","RS226",4600
"1554","RS227",2200
"1555","RS228",2300
"1556","RS229",3000
"1557","SE",47000
"1558","SE1",54900
"1559","SE11",65700
"1560","SE110",65700
"1561","SE12",40100
"1562","SE121",44300
"1563","SE122",33500
"1564","SE123",41000
"1565","SE124",40700
"1566","SE125",39300
"1567","SE2",42900
"1568","SE21",40300
"1569","SE211",41800
"1570","SE212",43700
"1571","SE213",36400
"1572","SE214",35600
"1573","SE22",40100
"1574","SE221",36600
"1575","SE224",40600
"1576","SE23",46000
"1577","SE231",36800
"1578","SE232",47700
"1579","SE3",39400
"1580","SE31",37500
"1581","SE311",36600
"1582","SE312",38900
"1583","SE313",36800
"1584","SE32",39700
"1585","SE321",40600
"1586","SE322",37900
"1587","SE33",42400
"1588","SE331",40000
"1589","SE332",44900
"1590","SI",19600
"1591","SI0",19600
"1592","SI03",16200
"1593","SI031",13300
"1594","SI032",16100
"1595","SI033",15900
"1596","SI034",18000
"1597","SI035",10500
"1598","SI036",16400
"1599","SI037",18500
"1600","SI038",14700
"1601","SI04",23400
"1602","SI041",27700
"1603","SI042",17200
"1604","SI043",18100
"1605","SI044",19500
"1606","SK",14900
"1607","SK0",14900
"1608","SK01",36600
"1609","SK010",36600
"1610","SK02",13600
"1611","SK021",16200
"1612","SK022",12400
"1613","SK023",12600
"1614","SK03",11900
"1615","SK031",12900
"1616","SK032",10700
"1617","SK04",10400
"1618","SK041",9000
"1619","SK042",11700
"1620","TR",9900
"1621","TR1",16500
"1622","TR10",16500
"1623","TR100",16500
"1624","TR2",10100
"1625","TR21",11400
"1626","TR211",13000
"1627","TR212",8200
"1628","TR213",10600
"1629","TR22",8900
"1630","TR221",8400
"1631","TR222",10000
"1632","TR3",9600
"1633","TR31",11300
"1634","TR310",11300
"1635","TR32",8600
"1636","TR321",7300
"1637","TR322",8900
"1638","TR323",9800
"1639","TR33",8300
"1640","TR331",9300
"1641","TR332",6900
"1642","TR333",7600
"1643","TR334",8300
"1644","TR4",11700
"1645","TR41",11000
"1646","TR411",11100
"1647","TR412",10600
"1648","TR413",11400
"1649","TR42",12400
"1650","TR421",15400
"1651","TR422",9200
"1652","TR423",8700
"1653","TR424",10500
"1654","TR425",10800
"1655","TR5",12200
"1656","TR51",14100
"1657","TR510",14100
"1658","TR52",7900
"1659","TR521",7700
"1660","TR522",9100
"1661","TR6",7700
"1662","TR61",9500
"1663","TR611",9700
"1664","TR612",8300
"1665","TR613",8900
"1666","TR62",7600
"1667","TR621",7200
"1668","TR622",8000
"1669","TR63",6200
"1670","TR631",6400
"1671","TR632",6100
"1672","TR633",5800
"1673","TR7",7400
"1674","TR71",7000
"1675","TR711",7900
"1676","TR712",6900
"1677","TR713",6400
"1678","TR714",6600
"1679","TR715",7000
"1680","TR72",7800
"1681","TR721",8500
"1682","TR722",7100
"1683","TR723",6200
"1684","TR8",6800
"1685","TR81",7100
"1686","TR811",7100
"1687","TR812",7600
"1688","TR813",6600
"1689","TR82",7300
"1690","TR821",7300
"1691","TR822",7800
"1692","TR823",6900
"1693","TR83",6600
"1694","TR831",7000
"1695","TR832",5300
"1696","TR833",6400
"1697","TR834",7300
"1698","TR9",6700
"1699","TR90",6700
"1700","TR901",7700
"1701","TR902",5500
"1702","TR903",5900
"1703","TR904",8000
"1704","TR905",8200
"1705","TR906",6000
"1706","TRA",5500
"1707","TRA1",6600
"1708","TRA11",6200
"1709","TRA12",8100
"1710","TRA13",6100
"1711","TRA2",4400
"1712","TRA21",3300
"1713","TRA22",5300
"1714","TRA23",5100
"1715","TRA24",6500
"1716","TRB",4800
"1717","TRB1",6000
"1718","TRB11",5800
"1719","TRB12",6200
"1720","TRB13",5200
"1721","TRB14",8500
"1722","TRB2",3900
"1723","TRB21",3600
"1724","TRB22",4300
"1725","TRB23",4000
"1726","TRB24",4400
"1727","TRC",4900
"1728","TRC1",6300
"1729","TRC11",7000
"1730","TRC12",4400
"1731","TRC13",5700
"1732","TRC2",4100
"1733","TRC21",3700
"1734","TRC22",4600
"1735","TRC3",4600
"1736","TRC31",5000
"1737","TRC32",4300
"1738","TRC33",4500
"1739","TRC34",4600
"1740","UKC1",24463.8570565555
"1741","UKC2",28837.2601575728
"1742","UKD1",31642.8635876049
"1743","UKD3",31739.7053063077
"1744","UKD4",29420.66992007
"1745","UKD6",43440.9939644084
"1746","UKD7",27224.0468091323
"1747","UKE1",27710.3055831889
"1748","UKE2",30880.8745236873
"1749","UKE3",25137.8238236875
"1750","UKE4",30804.4194323109
"1751","UKF1",28491.0976678917
"1752","UKF2",32495.6401188413
"1753","UKF3",24268.702594972
"1754","UKG1",33875.9562026419
"1755","UKG2",26741.6717248814
"1756","UKG3",30794.5303733182
"1757","UKH1",32637.0602476208
"1758","UKH2",37545.6540935765
"1759","UKH3",28693.5649756776
"1760","UKI3",217771.66573339
"1761","UKI4",58245.0958666415
"1762","UKI5",25252.269838146
"1763","UKI6",31189.2833213381
"1764","UKI7",44275.2153489294
"1765","UKJ1",50996.3952598807
"1766","UKJ2",38197.2142178736
"1767","UKJ3",36232.7926862224
"1768","UKJ4",30039.2735173694
"1769","UKK1",37310.3242548919
"1770","UKK2",28404.8059951639
"1771","UKK3",23904.874471635
"1772","UKK4",27375.9984567559
"1773","UKL1",22964.6751699775
"1774","UKL2",32679.3165058523
"1775","UKM2",32732.9491778406
"1776","UKM3",30836.2862582022
"1777","UKM5",51361.3505820108
"1778","UKM6",33694.6234082529
"1779","UKN0",28173.8167241773
"1780","CH01",44418.07
"1781","CH02",38721.88
"1782","CH03",51173.14
"1783","CH04",56462.12
"1784","CH05",40871.44
"1785","CH06",43665
"1786","CH07",35029.52
"1787","LI000",160000
"1788","IS00",55900
